,index,rate,rest_type,cuisines,cost_for_two,name,online_order,book_table,votes,listed_in(type),location,price_range
255,298,3.9,Casual Dining,North Indian,550,De Thaali,1,0,144,Delivery,Jayanagar,Mid
256,299,4.1,Casual Dining,Chinese,800,Spice Elephant,1,0,787,Delivery,Banashankari,Premium
257,300,3.6,Quick Bites,South Indian,200,Just Thindi,1,0,16,Delivery,Basavanagudi,Budget
258,301,3.6,Quick Bites,South Indian,250,Matru Sagar,1,0,84,Delivery,Banashankari,Budget
259,302,3.6,Quick Bites,South Indian,150,Vasanth Vihar - Since 1965,1,0,95,Delivery,Banashankari,Budget
260,303,4.0,Casual Dining,Seafood,1200,Sea Spice by 7 Star,1,1,349,Delivery,Banashankari,Luxury
261,304,3.7,Quick Bites,North Indian,400,Desi Dawat,1,0,248,Delivery,Kumaraswamy Layout,Mid
262,305,4.1,Cafe,Cafe,500,Cafe Aira,1,0,216,Delivery,Basavanagudi,Mid
263,307,4.0,Cafe,Cafe,700,Penthouse Cafe,1,0,324,Delivery,Banashankari,Premium
264,308,2.6,Quick Bites,North Indian,400,Mast Punjabi,1,0,231,Delivery,Kumaraswamy Layout,Mid
265,309,3.4,Casual Dining,South Indian,400,South Grand,1,0,102,Delivery,Uttarahalli,Mid
266,310,3.9,Cafe,Cafe,800,Catch-up-ino,1,0,133,Delivery,Banashankari,Premium
267,311,2.8,Casual Dining,Pizza,800,The Pizzeria,1,0,45,Delivery,Banashankari,Premium
268,312,3.9,Quick Bites,Fast Food,300,Cafe Zone,1,0,149,Delivery,Kumaraswamy Layout,Budget
269,313,3.8,Quick Bites,Fast Food,200,Ruchis Point,1,0,75,Delivery,Banashankari,Budget
270,314,4.0,Delivery,Mexican,600,Firangi Bake,1,0,53,Delivery,Rajarajeshwari Nagar,Mid
271,315,4.2,Casual Dining,North Indian,900,The Royal Corner - Pai Viceroy,1,1,815,Delivery,Jayanagar,Premium
272,316,4.0,Casual Dining,North Indian,800,Hara Fine Dine,1,1,633,Delivery,Banashankari,Premium
273,317,3.5,Dessert Parlor,Ice Cream,400,Chocoberry,1,0,56,Delivery,Jayanagar,Mid
274,318,3.0,Quick Bites,South Indian,300,Dakshin Grand,1,0,82,Delivery,Banashankari,Budget
275,319,3.7,Quick Bites,Fast Food,200,Sandwichwallas,1,0,35,Delivery,Jayanagar,Budget
276,320,3.6,Quick Bites,Juices,150,Chai Mane,1,0,20,Delivery,Basavanagudi,Budget
277,321,3.1,Quick Bites,South Indian,250,SLV Upachar,1,0,14,Delivery,Kumaraswamy Layout,Budget
278,322,3.9,Dessert Parlor,Fast Food,400,Waffle-A-Go Go,1,0,70,Delivery,Banashankari,Mid
279,323,3.9,Cafe,Cafe,300,Cross Road Cafe,1,0,91,Delivery,Jayanagar,Budget
280,324,3.6,Quick Bites,Biryani,200,Anand Donne Biriyani,1,0,45,Delivery,Jayanagar,Budget
281,325,3.4,Quick Bites,North Indian,250,Seven Star,1,0,7,Delivery,Banashankari,Budget
282,326,3.8,Quick Bites,Fast Food,150,Stop 'N' Joy,1,0,28,Delivery,Banashankari,Budget
283,327,3.6,Casual Dining,North Indian,600,Sri Yaksha Shiv Sagar,1,0,24,Delivery,Banashankari,Mid
284,328,3.8,Dessert Parlor,Desserts,200,Fudge,1,0,36,Delivery,Basavanagudi,Budget
285,329,3.5,Quick Bites,Fast Food,200,Just Bunny,1,0,11,Delivery,Jayanagar,Budget
286,330,3.8,Cafe,Cafe,650,Bakers Town,1,0,77,Delivery,Kumaraswamy Layout,Premium
287,331,3.2,Sweet Shop,Mithai,100,Shree Mahalakshmi Sweets,1,0,8,Delivery,Banashankari,Budget
288,332,3.7,Quick Bites,South Indian,100,Kaapi Kendra,1,0,14,Delivery,Jayanagar,Budget
289,333,3.8,Casual Dining,North Indian,600,Ivy,1,0,210,Delivery,Kumaraswamy Layout,Mid
290,334,4.1,Cafe,Cafe,650,The Airos,1,0,130,Delivery,Jayanagar,Premium
291,335,4.1,Beverage Shop,Beverages,100,Chai Kraft,1,0,30,Delivery,Jayanagar,Budget
292,336,3.8,Cafe,Chinese,700,Kirthi's Biryani,1,0,144,Delivery,Banashankari,Premium
293,337,3.4,Bar,North Indian,800,South Point Pub,1,0,11,Delivery,Basavanagudi,Premium
294,338,3.7,Casual Dining,Chinese,700,The Trundle,1,0,133,Delivery,Jayanagar,Premium
295,339,4.0,Quick Bites,South Indian,350,The Krishna Grand Xpress,1,0,136,Delivery,Jayanagar,Mid
296,340,3.1,Quick Bites,South Indian,200,Sri Krishna Darshini,1,0,4,Delivery,Basavanagudi,Budget
297,341,3.5,"Sweet Shop, Quick Bites",Mithai,200,Shringar Sweets & Snacks,1,0,11,Delivery,Basavanagudi,Budget
298,342,3.8,Quick Bites,South Indian,300,Udupi Grand,1,0,74,Delivery,Basavanagudi,Budget
299,343,3.7,Quick Bites,South Indian,300,Ganesh Grand,1,0,30,Delivery,Basavanagudi,Budget
300,344,3.0,Quick Bites,South Indian,200,Shreyas Upahar & Burger Point,1,0,7,Delivery,Basavanagudi,Budget
301,345,3.8,"Cafe, Quick Bites",Cafe,200,Coffee Tindi,1,0,75,Delivery,Banashankari,Budget
302,346,3.7,Cafe,Cafe,600,Little Cafe,1,0,54,Delivery,Basavanagudi,Mid
303,347,3.6,Kiosk,Beverages,100,Mumbai Badam Milk & Lassi Center,1,0,23,Delivery,Basavanagudi,Budget
304,348,3.2,Casual Dining,North Indian,400,Sri Krishna Sagar,1,0,119,Delivery,Banashankari,Mid
305,349,3.7,Quick Bites,Biryani,400,Mylari Biryani Family Restaurant,1,0,73,Delivery,Banashankari,Mid
306,350,3.4,Cafe,Cafe,400,1980s Games Cafe,1,0,58,Delivery,Basavanagudi,Mid
307,351,3.6,Casual Dining,Mangalorean,600,Kadala Tarangaa,1,0,129,Delivery,Banashankari,Mid
308,352,3.6,Quick Bites,Biryani,250,Namma Biryani,1,0,24,Delivery,Banashankari,Budget
309,353,3.0,Quick Bites,Chinese,400,Nandhanu's Rasoi,1,0,175,Delivery,Kumaraswamy Layout,Mid
310,354,3.7,Quick Bites,South Indian,300,Hotel Pork Paradise,1,0,21,Delivery,Mysore Road,Budget
311,355,3.5,Food Truck,Pizza,400,As On Fire,1,0,41,Delivery,South Bangalore,Mid
312,356,3.6,Quick Bites,Seafood,300,J K Fish Land,1,0,35,Delivery,Jayanagar,Budget
313,357,4.1,Casual Dining,Andhra,800,Curry Leaves,1,0,176,Delivery,Basavanagudi,Premium
314,358,3.5,Beverage Shop,Beverages,300,Lassi Shop,1,0,45,Delivery,Banashankari,Budget
315,359,3.7,"Quick Bites, Dessert Parlor",Fast Food,400,Magic Meals,1,0,47,Delivery,Jayanagar,Mid
316,360,3.7,Casual Dining,Chinese,650,Desi Cream Junction,1,1,36,Delivery,Jayanagar,Premium
317,361,3.8,"Beverage Shop, Quick Bites",Beverages,400,Drunken Monkey,1,0,52,Delivery,Kumaraswamy Layout,Mid
318,362,2.7,Quick Bites,Fast Food,200,Ruchi's Corner,1,0,123,Delivery,Banashankari,Budget
319,363,3.6,Casual Dining,North Indian,700,Tandoori Bytes,1,0,59,Delivery,Kumaraswamy Layout,Premium
320,364,3.2,Quick Bites,South Indian,300,Bangalore Donne Biriyani,1,0,4,Delivery,Kumaraswamy Layout,Budget
321,365,3.8,Quick Bites,Biryani,400,SGS Non Veg - Gundu Pulav,1,0,101,Delivery,Banashankari,Mid
322,366,3.7,"Beverage Shop, Dessert Parlor",Desserts,400,Keventers,1,0,54,Delivery,Banashankari,Mid
323,368,3.6,Quick Bites,Fast Food,200,Navi Food Point,1,0,22,Delivery,Basavanagudi,Budget
324,369,3.1,Takeaway,Rolls,250,Shawarma Inc,1,0,31,Delivery,Banashankari,Budget
325,370,3.0,Cafe,Cafe,500,The Cafe Nuts and Bolts,1,0,29,Delivery,Kumaraswamy Layout,Mid
326,371,3.4,Beverage Shop,Beverages,100,AM WOW,1,0,6,Delivery,Jayanagar,Budget
327,372,3.0,Quick Bites,South Indian,250,Lalbagh Grand,1,0,22,Delivery,Basavanagudi,Budget
328,373,2.9,Quick Bites,North Indian,500,Funjabi Curries,1,0,11,Delivery,Banashankari,Mid
329,374,3.9,Quick Bites,South Indian,150,Eat Repeat,1,0,101,Delivery,Basavanagudi,Budget
330,375,4.1,"Pub, Casual Dining",Continental,1200,Salut,1,1,442,Delivery,Jayanagar,Luxury
331,376,3.5,Quick Bites,Biryani,400,Nammura Donne Biriyani,1,0,155,Delivery,Basavanagudi,Mid
332,377,3.4,"Beverage Shop, Quick Bites",Beverages,150,Lassi Stop,1,0,12,Delivery,Banashankari,Budget
333,378,3.6,Quick Bites,South Indian,100,Dakshin Kitchen,1,0,15,Delivery,Basavanagudi,Budget
334,379,3.5,Quick Bites,South Indian,200,Sri Sai Cafe,1,0,10,Delivery,Basavanagudi,Budget
335,380,3.8,Quick Bites,South Indian,300,Sri Sai 99 Variety Dosa,1,0,25,Delivery,Banashankari,Budget
336,381,3.8,Quick Bites,North Indian,300,Utsav Restaurant,1,0,61,Delivery,Banashankari,Budget
337,382,3.7,Quick Bites,Chinese,300,Crunch and Munch,1,0,23,Delivery,Uttarahalli,Budget
338,383,3.8,Quick Bites,Sandwich,350,Food Geek,1,0,25,Delivery,Basavanagudi,Mid
339,384,3.7,Quick Bites,South Indian,200,Sri Krishna Aramane,1,0,40,Delivery,Kumaraswamy Layout,Budget
340,385,3.3,Quick Bites,Rolls,100,Great Indian Rolls,1,0,4,Delivery,Basavanagudi,Budget
341,386,3.4,Quick Bites,Fast Food,150,Chats Point,1,0,8,Delivery,Basavanagudi,Budget
342,387,3.5,Quick Bites,North Indian,300,Food Point,1,0,32,Delivery,Kumaraswamy Layout,Budget
343,388,3.3,Quick Bites,South Indian,200,Swarga Ruchi,1,0,10,Delivery,Basavanagudi,Budget
344,389,3.4,Quick Bites,Fast Food,300,Kolkata King,1,0,6,Delivery,Basavanagudi,Budget
345,390,3.8,Quick Bites,Ice Cream,250,Sandwich Mama's And Frozen Monster,1,0,53,Delivery,Jayanagar,Budget
346,391,3.7,Casual Dining,North Indian,700,New Rajadhani Spicy,1,0,67,Delivery,Kumaraswamy Layout,Premium
347,392,2.9,Sweet Shop,Mithai,250,Big Mishra Pedha,1,0,23,Delivery,Jayanagar,Budget
348,393,3.4,Quick Bites,South Indian,200,VEGeatz,1,0,19,Delivery,Banashankari,Budget
349,394,3.6,Quick Bites,Desserts,300,Foodizo,1,0,24,Delivery,Banashankari,Budget
350,395,4.0,Quick Bites,South Indian,400,Food Springs,1,0,232,Delivery,Jayanagar,Mid
351,396,3.9,Casual Dining,Chinese,700,Chung's Chinese Corner,1,0,221,Delivery,Jayanagar,Premium
352,397,4.1,"Casual Dining, Bar",Italian,1200,Eurasia Pasta and Barbeque by Little Italy,1,1,1063,Delivery,Jayanagar,Luxury
353,398,3.7,Quick Bites,Street Food,200,Goli Vada Pav No. 1,1,0,93,Delivery,Basavanagudi,Budget
354,399,3.9,Casual Dining,Italian,800,Ragoo's,1,0,233,Delivery,Jayanagar,Premium
355,400,3.9,Casual Dining,Fast Food,500,Pure & Natural,1,0,211,Delivery,Jayanagar,Mid
356,401,4.0,Quick Bites,North Indian,200,Maiyas,1,0,1778,Delivery,Jayanagar,Budget
357,402,3.6,Casual Dining,North Indian,800,Sip n Dine,1,0,218,Delivery,Vijay Nagar,Premium
358,403,3.7,Cafe,Cafe,600,Cafe Mondo,1,0,514,Delivery,Basavanagudi,Mid
359,404,4.0,Casual Dining,North Indian,900,Jalpaan,1,1,866,Delivery,Jayanagar,Premium
360,405,3.2,Quick Bites,North Indian,400,Kataria's Pakwan,1,0,96,Delivery,Kumaraswamy Layout,Mid
361,406,3.5,Quick Bites,Tibetan,250,Juicy Momos,1,0,80,Delivery,Banashankari,Budget
362,407,4.0,Bakery,Bakery,300,Amande Patisserie,1,0,73,Delivery,Basavanagudi,Budget
363,408,3.9,Sweet Shop,Mithai,400,Anand Sweets and Savouries,1,0,84,Delivery,Jayanagar,Mid
364,409,3.5,Quick Bites,South Indian,350,Chicken Hunt,1,0,88,Delivery,Banashankari,Mid
365,410,3.5,Casual Dining,North Indian,600,Swadesh Tadka,1,0,179,Delivery,Banashankari,Mid
366,411,3.8,Quick Bites,Juices,100,Cane-O-La,1,0,61,Delivery,Basavanagudi,Budget
367,412,3.7,Casual Dining,North Indian,450,New Biryani Mane,1,0,128,Delivery,Uttarahalli,Mid
368,413,3.8,Quick Bites,South Indian,400,Upahara Darshini,1,0,339,Delivery,Jayanagar,Mid
369,414,4.1,Quick Bites,Street Food,100,Karnataka Bhel House,1,0,449,Delivery,Basavanagudi,Budget
370,415,4.1,"Dessert Parlor, Beverage Shop",Beverages,150,Sreeraj Lassi Bar,1,0,210,Delivery,Jayanagar,Budget
371,416,3.7,Quick Bites,Juices,200,Juice Junction Food Court,1,0,57,Delivery,Basavanagudi,Budget
372,417,3.0,Quick Bites,North Indian,400,Bunt's Biriyani Palace,1,0,213,Delivery,Banashankari,Mid
373,418,3.2,"Beverage Shop, Quick Bites",Tea,250,Chai Point,1,0,208,Delivery,Jayanagar,Budget
374,419,3.8,Quick Bites,South Indian,100,Janahaar,1,0,70,Delivery,Banashankari,Budget
375,420,4.0,Cafe,Cafe,600,Redberrys,1,0,219,Delivery,Basavanagudi,Mid
376,421,3.7,Quick Bites,North Indian,200,Utsav,1,0,59,Delivery,Banashankari,Budget
377,422,3.1,Quick Bites,Fast Food,500,Meat And Eat,1,0,10,Delivery,Banashankari,Mid
378,423,3.0,Quick Bites,Fast Food,400,Snacks Bite,1,0,9,Delivery,Kumaraswamy Layout,Mid
379,424,3.7,Casual Dining,Biryani,750,The Spice Saga,1,0,124,Delivery,Kumaraswamy Layout,Premium
380,425,3.7,Quick Bites,South Indian,100,Dakshin Cafe,1,0,19,Delivery,Kumaraswamy Layout,Budget
381,427,3.3,Quick Bites,Healthy Food,150,Kaulige Millet Corner,1,0,4,Delivery,Basavanagudi,Budget
382,428,3.3,Dessert Parlor,Desserts,150,Ifruit Ice Cream,1,0,4,Delivery,Kumaraswamy Layout,Budget
383,429,3.8,Dessert Parlor,Ice Cream,200,Havmor,1,0,21,Delivery,Basavanagudi,Budget
384,430,3.4,"Quick Bites, Bakery",South Indian,250,Grand Food,1,0,8,Delivery,Banashankari,Budget
385,431,3.5,Quick Bites,North Indian,400,Dining Hut,1,0,10,Delivery,Kumaraswamy Layout,Mid
386,433,3.5,Quick Bites,North Indian,400,Desi Swaad,1,0,10,Delivery,Kumaraswamy Layout,Mid
387,434,3.2,Quick Bites,Momos,200,Yummy Momos,1,0,4,Delivery,Kumaraswamy Layout,Budget
388,435,3.1,Delivery,North Indian,350,Masale Daan,1,0,4,Delivery,Banashankari,Mid
389,437,3.6,"Takeaway, Delivery",Healthy Food,500,Grow Fit,1,0,16,Delivery,JP Nagar,Mid
390,441,3.4,Quick Bites,Fast Food,300,Sandwich Hub,1,0,12,Delivery,Jayanagar,Budget
391,443,3.9,Casual Dining,North Indian,600,Udupi Sri Krishna Cafe,1,0,14,Delivery,Jayanagar,Mid
392,444,3.7,Quick Bites,North Indian,300,Starlite Bakery & Fastfood,1,0,0,Delivery,Jayanagar,Budget
393,445,2.8,"Takeaway, Delivery",South Indian,199,Veganbreak24x7,1,0,5,Delivery,City Market,Budget
394,446,3.3,"Casual Dining, Bar",South Indian,800,Aadhya Hotel,1,0,5,Delivery,Basavanagudi,Premium
395,447,3.5,Quick Bites,North Indian,250,Dodda Mane Baaduta,1,0,15,Delivery,Banashankari,Budget
396,448,3.4,Casual Dining,North Indian,500,Swadd Kitchen,1,0,4,Delivery,Basavanagudi,Mid
397,450,3.6,Quick Bites,Chinese,300,Happy Chopsticks,1,0,17,Delivery,Basavanagudi,Budget
398,453,3.3,Quick Bites,South Indian,500,Udupi Upachar,1,0,6,Delivery,Banashankari,Mid
399,454,3.4,Quick Bites,South Indian,100,Davanagere Benne Dose Hut,1,0,10,Delivery,Banashankari,Budget
400,456,4.1,Casual Dining,North Indian,800,Jalsa,1,1,775,Delivery,Banashankari,Premium
401,457,4.2,Casual Dining,North Indian,1000,Subz,1,1,2022,Delivery,Jayanagar,Premium
402,460,4.2,Cafe,Cafe,600,Cafe Shuffle,1,1,150,Delivery,Banashankari,Mid
403,461,4.0,Casual Dining,North Indian,750,Mint and Mustard,1,0,232,Delivery,Basavanagudi,Premium
404,462,3.9,Quick Bites,Chinese,200,Chinese Square,1,0,38,Delivery,Basavanagudi,Budget
405,464,3.5,Casual Dining,North Indian,800,Punjabi Raswada,1,1,431,Delivery,Jayanagar,Premium
406,465,4.2,Casual Dining,Pizza,800,Vinny's,1,1,2115,Delivery,Banashankari,Premium
407,466,3.4,Quick Bites,Fast Food,200,Chetty's Corner,1,0,30,Delivery,Uttarahalli,Budget
408,467,4.2,Casual Dining,North Indian,800,Kapoor's Cafe,1,0,150,Delivery,Jayanagar,Premium
409,468,3.3,Quick Bites,Chinese,200,Donne Biryani & Kabab Corner,1,0,12,Delivery,Kumaraswamy Layout,Budget
410,469,3.8,Casual Dining,South Indian,450,Sukh Sagar,1,0,155,Delivery,Jayanagar,Mid
411,470,3.7,Quick Bites,Fast Food,200,S M V Snacks Corner,1,0,33,Delivery,Basavanagudi,Budget
412,471,4.1,"Casual Dining, Bar",Andhra,1000,Andhra Ruchulu,1,1,666,Delivery,Jayanagar,Premium
413,473,3.9,Cafe,Cafe,700,Steaming Mugs,1,0,240,Delivery,Basavanagudi,Premium
414,474,3.8,"Cafe, Casual Dining",Cafe,800,San Churro Cafe,1,0,918,Delivery,Banashankari,Premium
415,475,4.0,Casual Dining,South Indian,600,Rajathadri Food Fort,1,0,465,Delivery,Jayanagar,Mid
416,476,4.1,"Microbrewery, Casual Dining",North Indian,1500,Brew Meister,1,1,970,Delivery,Jayanagar,Luxury
417,477,3.3,Quick Bites,North Indian,300,Rasoi,1,0,128,Delivery,Banashankari,Budget
418,478,3.6,Quick Bites,North Indian,300,Mr. Singh Da Dhaba,1,0,241,Delivery,Kumaraswamy Layout,Budget
419,479,3.4,Quick Bites,South Indian,200,Kababs N Biryani,1,0,22,Delivery,Banashankari,Budget
420,480,4.3,Quick Bites,South Indian,200,Ayodhya Upachar,1,0,734,Delivery,Banashankari,Budget
421,481,3.8,Quick Bites,North Indian,400,Biriyani Mane,1,0,130,Delivery,Jayanagar,Mid
422,482,4.2,Cafe,Cafe,700,Cafe Ajfan,1,0,261,Delivery,Jayanagar,Premium
423,483,4.0,Quick Bites,South Indian,300,Brundhavana Food Point,1,0,191,Delivery,Kumaraswamy Layout,Budget
424,484,4.1,Casual Dining,South Indian,550,SLV Corner Restaurant,1,0,364,Delivery,Basavanagudi,Mid
425,486,3.8,Quick Bites,Mangalorean,300,Hotel New Karavali,1,0,133,Delivery,Banashankari,Budget
426,487,3.9,Casual Dining,North Indian,750,The Krishna Grand,1,0,888,Delivery,Banashankari,Premium
427,488,3.1,Cafe,Cafe,400,360 Atoms Restaurant And Cafe,1,0,13,Delivery,Banashankari,Mid
428,489,3.9,Casual Dining,North Indian,500,Roti Ghar,1,0,750,Delivery,Basavanagudi,Mid
429,490,4.2,Cafe,Cafe,500,The Coffee Shack,1,1,164,Delivery,Banashankari,Mid
430,492,3.2,Delivery,Tea,200,Kettle & Kegs,1,0,6,Delivery,Banashankari,Budget
431,493,3.8,Casual Dining,North Indian,500,Baisakhi,1,0,527,Delivery,Basavanagudi,Mid
432,494,4.3,Dessert Parlor,Ice Cream,400,Corner House Ice Cream,0,0,345,Desserts,Banashankari,Mid
433,495,4.4,Sweet Shop,Mithai,150,Poonam Sweets,0,0,356,Desserts,Banashankari,Budget
434,496,3.7,Dessert Parlor,Desserts,400,XO Belgian Waffle,1,0,17,Desserts,Banashankari,Mid
435,497,3.9,Dessert Parlor,Ice Cream,150,Old Mumbai Ice Cream,1,0,38,Desserts,Banashankari,Budget
436,498,3.7,"Bakery, Dessert Parlor",Bakery,150,Cake of the Day,0,0,78,Desserts,Banashankari,Budget
437,499,3.8,Dessert Parlor,Bakery,400,Amma's Pastries,0,0,60,Desserts,Banashankari,Mid
438,500,4.0,Sweet Shop,Mithai,400,Kanti Sweets,1,0,115,Desserts,Banashankari,Mid
439,501,3.8,Bakery,Bakery,300,Sugar Rush,0,0,39,Desserts,Banashankari,Budget
440,502,3.9,Dessert Parlor,Ice Cream,400,Polar Bear,1,0,116,Desserts,Banashankari,Mid
441,503,3.8,"Cafe, Casual Dining",Cafe,800,San Churro Cafe,1,0,918,Desserts,Banashankari,Premium
442,504,3.7,"Sweet Shop, Quick Bites",Mithai,400,Anand Sweets and Savouries,0,0,46,Desserts,Banashankari,Mid
443,505,3.9,Dessert Parlor,Desserts,300,Ibaco,1,0,41,Desserts,Banashankari,Budget
444,506,3.8,Cafe,Chinese,700,Kirthi's Biryani,1,0,144,Desserts,Banashankari,Premium
445,507,3.8,"Beverage Shop, Dessert Parlor",Juices,150,The Lassi and Juice Park,0,0,28,Desserts,Banashankari,Budget
446,508,4.3,Dessert Parlor,Desserts,500,Stoned Monkey,1,0,860,Desserts,Banashankari,Mid
447,509,3.5,Sweet Shop,Mithai,200,Parimala Sweets,0,0,14,Desserts,Banashankari,Budget
448,510,4.0,Bakery,Bakery,300,The Big O Bakes,0,0,66,Desserts,Banashankari,Budget
449,511,3.2,Sweet Shop,Mithai,100,Shree Mahalakshmi Sweets,1,0,8,Desserts,Banashankari,Budget
450,512,3.7,"Beverage Shop, Dessert Parlor",Desserts,400,Keventers,1,0,54,Desserts,Banashankari,Mid
451,513,3.5,Dessert Parlor,Desserts,500,Dessert Rose,0,0,7,Desserts,Banashankari,Mid
452,514,3.2,Dessert Parlor,Ice Cream,300,Thanco's Natural Ice Creams,0,0,9,Desserts,Banashankari,Budget
453,515,3.6,"Beverage Shop, Quick Bites",Beverages,300,Corner Stone,0,0,42,Desserts,Banashankari,Budget
454,516,3.8,Quick Bites,Fast Food,250,Kaggis,0,0,64,Desserts,Banashankari,Budget
455,517,3.6,Bakery,Bakery,350,Cocoa Bakes,1,0,14,Desserts,Banashankari,Mid
456,518,3.8,"Takeaway, Delivery",Bakery,400,Floured-Baked With Love,0,0,45,Desserts,Banashankari,Mid
457,519,3.2,Cafe,Cafe,600,CAFE NOVA,0,0,11,Desserts,Banashankari,Mid
458,520,3.5,Bakery,Bakery,300,Cakes & Slices,0,0,13,Desserts,Banashankari,Budget
459,521,3.4,Dessert Parlor,Ice Cream,150,Arun Ice Cream,0,0,7,Desserts,Banashankari,Budget
460,522,3.4,Bakery,Bakery,400,Just Bake,0,0,8,Desserts,Banashankari,Mid
461,525,2.9,Dessert Parlor,Ice Cream,200,Kwality Wall's Swirl's Happiness Station,0,0,25,Desserts,Banashankari,Budget
462,527,3.2,Dessert Parlor,Desserts,150,Sweet N Swirl,0,0,17,Desserts,Banashankari,Budget
463,532,3.9,Delivery,Bakery,500,Sweet Truth,1,0,35,Desserts,Banashankari,Mid
464,533,3.9,Dessert Parlor,Fast Food,400,Waffle-A-Go Go,1,0,70,Desserts,Banashankari,Mid
465,535,4.0,"Sweet Shop, Quick Bites",Mithai,400,Sri Venkateshwara Sweet Meat Stall,0,0,98,Desserts,Basavanagudi,Mid
466,536,3.7,Dessert Parlor,Ice Cream,250,Baskin Robbins,0,0,25,Desserts,Basavanagudi,Budget
467,537,4.0,Cafe,Cafe,600,Redberrys,1,0,219,Desserts,Basavanagudi,Mid
468,538,4.0,Bakery,Bakery,300,Amande Patisserie,1,0,73,Desserts,Basavanagudi,Budget
469,539,3.6,"Bakery, Quick Bites",Bakery,150,Srinivasa Brahmins Bakery,0,0,16,Desserts,Basavanagudi,Budget
470,540,3.6,Bakery,Bakery,250,Jain Bakes,0,0,8,Desserts,Basavanagudi,Budget
471,541,3.8,Bakery,Bakery,400,Cake Ghar,1,0,15,Desserts,Basavanagudi,Mid
472,542,3.6,"Sweet Shop, Quick Bites",Mithai,200,KC Das - Sweet Spot,0,0,46,Desserts,Basavanagudi,Budget
473,544,3.3,"Dessert Parlor, Sweet Shop",Desserts,300,Diabetics Dezire Sugarless Sweets and Bakes,1,0,13,Desserts,Basavanagudi,Budget
474,545,3.3,Dessert Parlor,Desserts,250,Cake Yard,1,0,9,Desserts,Basavanagudi,Budget
475,546,4.0,Dessert Parlor,Desserts,250,Iceberg Icecreams,1,0,43,Desserts,Basavanagudi,Budget
476,547,2.7,Casual Dining,South Indian,400,A2B Veg - Adyar Ananda Bhavan,1,0,97,Desserts,Basavanagudi,Mid
477,549,3.7,Sweet Shop,Mithai,250,Sri Krishna Sweets,1,0,22,Desserts,Basavanagudi,Budget
478,550,3.5,"Bakery, Quick Bites",Bakery,400,Cake Art,0,0,15,Desserts,Basavanagudi,Mid
479,552,3.6,Dessert Parlor,Fast Food,250,Asha Sweets Centre,1,0,27,Desserts,Basavanagudi,Budget
480,554,3.9,Casual Dining,North Indian,750,The Krishna Grand,1,0,888,Dine-out,Banashankari,Premium
481,555,4.0,Casual Dining,Seafood,1200,Sea Spice by 7 Star,1,1,349,Dine-out,Banashankari,Luxury
482,556,4.2,Quick Bites,North Indian,350,Mini Punjabi Dhaba,1,0,287,Dine-out,Banashankari,Mid
483,557,4.6,"Casual Dining, Cafe",Pizza,600,Onesta,1,1,2556,Dine-out,Banashankari,Mid
484,558,4.2,Casual Dining,Asian,800,Wamama,1,1,354,Dine-out,Banashankari,Premium
485,559,4.1,Casual Dining,North Indian,800,Jalsa,1,1,775,Dine-out,Banashankari,Premium
486,560,4.2,Casual Dining,Pizza,800,Vinny's,1,1,2115,Dine-out,Banashankari,Premium
487,561,3.8,Lounge,Finger Food,1300,Jcubez,0,1,977,Dine-out,Banashankari,Luxury
488,562,4.1,Pub,Continental,1200,Gustoes Beer House,0,0,868,Dine-out,Banashankari,Luxury
489,563,4.0,Cafe,Cafe,700,Penthouse Cafe,1,0,324,Dine-out,Banashankari,Premium
490,564,4.1,Casual Dining,Chinese,800,Spice Elephant,1,0,787,Dine-out,Banashankari,Premium
491,565,4.2,Cafe,Cafe,550,Smacznego,1,0,504,Dine-out,Banashankari,Mid
492,566,4.1,Cafe,Cafe,500,CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,1,0,402,Dine-out,Banashankari,Mid
493,567,4.2,Cafe,Cafe,600,Cafe Shuffle,1,1,150,Dine-out,Banashankari,Mid
494,568,4.2,Cafe,Cafe,500,The Coffee Shack,1,1,164,Dine-out,Banashankari,Mid
